r,L,M,S
457.0,0.0963577,0.173144,0.871353
457.1,0.0966635,0.173751,0.869685
457.2,0.0969717,0.174363,0.868026
457.3,0.0972825,0.174979,0.866374
457.4,0.0975959,0.1756,0.864729
457.5,0.0979119,0.176225,0.863091
457.6,0.0982304,0.176855,0.86146
457.7,0.0985515,0.177489,0.859835
457.8,0.0988752,0.178127,0.858217
457.9,0.0992015,0.17877,0.856605
458.0,0.0995304,0.179417,0.854998
458.1,0.0998619,0.180069,0.853397
458.2,0.100196,0.180724,0.851801
458.3,0.100533,0.181384,0.850211
458.4,0.100872,0.182048,0.848625
458.5,0.101214,0.182716,0.847043
458.6,0.101559,0.183388,0.845467
458.7,0.101906,0.184065,0.843894
458.8,0.102256,0.184745,0.842325
458.9,0.102608,0.185429,0.84076
459.0,0.102964,0.186117,0.839198
459.1,0.103322,0.186809,0.83764
459.2,0.103682,0.187505,0.836084
459.3,0.104045,0.188204,0.834532
459.4,0.104411,0.188907,0.832982
459.5,0.10478,0.189614,0.831434
459.6,0.105151,0.190325,0.829889
459.7,0.105525,0.191039,0.828346
459.8,0.105902,0.191756,0.826804
459.9,0.106281,0.192477,0.825264
460.0,0.106663,0.193202,0.823726
460.1,0.107048,0.193929,0.822188
460.2,0.107436,0.19466,0.820652
460.3,0.107826,0.195395,0.819115
460.4,0.108219,0.196132,0.817577
460.5,0.108614,0.196873,0.816039
460.6,0.109012,0.197617,0.814498
460.7,0.109413,0.198363,0.812955
460.8,0.109816,0.199113,0.81141
460.9,0.110221,0.199866,0.80986
461.0,0.110629,0.200621,0.808307
461.1,0.111039,0.201379,0.806749
461.2,0.111451,0.20214,0.805186
461.3,0.111866,0.202903,0.803617
461.4,0.112283,0.203669,0.802042
461.5,0.112702,0.204438,0.800461
461.6,0.113123,0.205208,0.798871
461.7,0.113546,0.205982,0.797274
461.8,0.113972,0.206757,0.795669
461.9,0.114399,0.207535,0.794055
462.0,0.114828,0.208315,0.792431
462.1,0.115259,0.209097,0.790798
462.2,0.115692,0.20988,0.789154
462.3,0.116127,0.210666,0.787499
462.4,0.116564,0.211454,0.785833
462.5,0.117002,0.212243,0.784155
462.6,0.117442,0.213034,0.782464
462.7,0.117883,0.213826,0.780761
462.8,0.118326,0.21462,0.779044
462.9,0.118771,0.215416,0.777314
463.0,0.119217,0.216212,0.775569
463.1,0.119664,0.21701,0.77381
463.2,0.120112,0.217809,0.772035
463.3,0.120562,0.218609,0.770245
463.4,0.121013,0.21941,0.768439
463.5,0.121465,0.220212,0.766617
463.6,0.121918,0.221015,0.764778
463.7,0.122372,0.221818,0.762921
463.8,0.122827,0.222622,0.761047
463.9,0.123283,0.223426,0.759155
464.0,0.12374,0.224231,0.757244
464.1,0.124197,0.225036,0.755315
464.2,0.124656,0.225841,0.753366
464.3,0.125114,0.226646,0.751398
464.4,0.125574,0.227451,0.74941
464.5,0.126033,0.228256,0.747401
464.6,0.126493,0.229061,0.745372
464.7,0.126954,0.229865,0.743322
464.8,0.127414,0.230669,0.741251
464.9,0.127875,0.231473,0.739158
465.0,0.128336,0.232275,0.737043
465.1,0.128797,0.233077,0.734906
465.2,0.129258,0.233878,0.732746
465.3,0.129719,0.234678,0.730566
465.4,0.13018,0.235478,0.728364
465.5,0.130641,0.236276,0.726142
465.6,0.131102,0.237074,0.723899
465.7,0.131563,0.237871,0.721636
465.8,0.132024,0.238667,0.719353
465.9,0.132486,0.239463,0.717051
466.0,0.132947,0.240257,0.71473
466.1,0.133409,0.241051,0.71239
466.2,0.133871,0.241844,0.710032
466.3,0.134332,0.242636,0.707657
466.4,0.134794,0.243428,0.705263
466.5,0.135257,0.244219,0.702853
466.6,0.135719,0.245008,0.700426
466.7,0.136181,0.245797,0.697983
466.8,0.136644,0.246586,0.695523
466.9,0.137107,0.247373,0.693048
467.0,0.13757,0.24816,0.690558
467.1,0.138034,0.248946,0.688052
467.2,0.138497,0.249731,0.685532
467.3,0.138961,0.250516,0.682998
467.4,0.139425,0.251299,0.68045
467.5,0.13989,0.252082,0.677888
467.6,0.140355,0.252865,0.675313
467.7,0.14082,0.253646,0.672726
467.8,0.141286,0.254427,0.670126
467.9,0.141751,0.255207,0.667514
468.0,0.142218,0.255987,0.66489
468.1,0.142684,0.256765,0.662254
468.2,0.143151,0.257543,0.659608
468.3,0.143619,0.258321,0.656951
468.4,0.144087,0.259097,0.654283
468.5,0.144555,0.259873,0.651605
468.6,0.145024,0.260649,0.648918
468.7,0.145494,0.261423,0.646221
468.8,0.145964,0.262198,0.643515
468.9,0.146434,0.262971,0.640801
469.0,0.146905,0.263744,0.638078
469.1,0.147377,0.264516,0.635347
469.2,0.147849,0.265288,0.632608
469.3,0.148322,0.266059,0.629861
469.4,0.148795,0.266829,0.627108
469.5,0.149269,0.267599,0.624348
469.6,0.149744,0.268369,0.621581
469.7,0.15022,0.269138,0.618809
469.8,0.150696,0.269906,0.61603
469.9,0.151173,0.270674,0.613246
470.0,0.151651,0.271441,0.610456
470.1,0.152129,0.272208,0.607662
470.2,0.152608,0.272975,0.604863
470.3,0.153089,0.273741,0.60206
470.4,0.15357,0.274506,0.599253
470.5,0.154051,0.275272,0.596442
470.6,0.154534,0.276037,0.593628
470.7,0.155018,0.276802,0.590811
470.8,0.155503,0.277567,0.587992
470.9,0.155988,0.278332,0.58517
471.0,0.156475,0.279097,0.582346
471.1,0.156963,0.279861,0.57952
471.2,0.157452,0.280626,0.576694
471.3,0.157941,0.281391,0.573866
471.4,0.158432,0.282157,0.571037
471.5,0.158925,0.282922,0.568208
471.6,0.159418,0.283688,0.565379
471.7,0.159912,0.284454,0.562549
471.8,0.160408,0.285221,0.559721
471.9,0.160905,0.285988,0.556892
472.0,0.161404,0.286755,0.554065
472.1,0.161903,0.287524,0.551239
472.2,0.162404,0.288293,0.548415
472.3,0.162906,0.289062,0.545592
472.4,0.16341,0.289833,0.542771
472.5,0.163915,0.290604,0.539953
472.6,0.164422,0.291376,0.537137
472.7,0.16493,0.292149,0.534324
472.8,0.16544,0.292924,0.531513
472.9,0.165951,0.293699,0.528706
473.0,0.166464,0.294476,0.525903
473.1,0.166979,0.295254,0.523103
473.2,0.167495,0.296033,0.520307
473.3,0.168013,0.296813,0.517516
473.4,0.168533,0.297595,0.514728
473.5,0.169054,0.298379,0.511946
473.6,0.169578,0.299164,0.509168
473.7,0.170103,0.299951,0.506395
473.8,0.17063,0.30074,0.503627
473.9,0.171159,0.301531,0.500865
474.0,0.17169,0.302323,0.498108
474.1,0.172223,0.303118,0.495358
474.2,0.172758,0.303914,0.492613
474.3,0.173295,0.304713,0.489874
474.4,0.173834,0.305514,0.487142
474.5,0.174376,0.306318,0.484417
474.6,0.174919,0.307123,0.481698
474.7,0.175465,0.307932,0.478986
474.8,0.176013,0.308742,0.476281
474.9,0.176563,0.309556,0.473584
475.0,0.177116,0.310372,0.470894
475.1,0.177671,0.311191,0.468211
475.2,0.178229,0.312013,0.465536
475.3,0.178789,0.312838,0.46287
475.4,0.179351,0.313665,0.460212
475.5,0.179916,0.314496,0.457562
475.6,0.180484,0.315329,0.454921
475.7,0.181053,0.316165,0.452289
475.8,0.181626,0.317005,0.449667
475.9,0.1822,0.317847,0.447054
476.0,0.182777,0.318692,0.44445
476.1,0.183357,0.31954,0.441857
476.2,0.183939,0.320391,0.439273
476.3,0.184524,0.321245,0.4367
476.4,0.185111,0.322102,0.434137
476.5,0.1857,0.322962,0.431585
476.6,0.186292,0.323825,0.429044
476.7,0.186887,0.324691,0.426514
476.8,0.187484,0.32556,0.423995
476.9,0.188083,0.326432,0.421488
477.0,0.188685,0.327307,0.418992
477.1,0.18929,0.328186,0.416508
477.2,0.189897,0.329067,0.414035
477.3,0.190506,0.329952,0.411575
477.4,0.191118,0.330839,0.409127
477.5,0.191733,0.33173,0.406691
477.6,0.19235,0.332624,0.404267
477.7,0.19297,0.333521,0.401856
477.8,0.193592,0.334422,0.399458
477.9,0.194217,0.335325,0.397072
478.0,0.194845,0.336232,0.394699
478.1,0.195475,0.337142,0.39234
478.2,0.196107,0.338055,0.389993
478.3,0.196742,0.338972,0.38766
478.4,0.19738,0.339892,0.38534
478.5,0.198021,0.340815,0.383034
478.6,0.198664,0.341741,0.380741
478.7,0.199309,0.342671,0.378462
478.8,0.199957,0.343604,0.376196
478.9,0.200608,0.34454,0.373944
479.0,0.201261,0.34548,0.371707
479.1,0.201917,0.346423,0.369483
479.2,0.202576,0.34737,0.367273
479.3,0.203237,0.34832,0.365077
479.4,0.203901,0.349273,0.362896
479.5,0.204568,0.35023,0.360728
479.6,0.205237,0.35119,0.358575
479.7,0.205909,0.352154,0.356437
479.8,0.206583,0.353121,0.354313
479.9,0.20726,0.354092,0.352203
480.0,0.20794,0.355066,0.350108
480.1,0.208622,0.356044,0.348027
480.2,0.209308,0.357025,0.34596
480.3,0.209995,0.35801,0.343908
480.4,0.210685,0.358998,0.341869
480.5,0.211378,0.359988,0.339843
480.6,0.212073,0.360982,0.337831
480.7,0.21277,0.361979,0.335831
480.8,0.21347,0.362978,0.333843
480.9,0.214171,0.36398,0.331868
481.0,0.214875,0.364985,0.329904
481.1,0.215582,0.365992,0.327952
481.2,0.21629,0.367001,0.326012
481.3,0.217,0.368013,0.324082
481.4,0.217712,0.369026,0.322163
481.5,0.218426,0.370041,0.320255
481.6,0.219142,0.371059,0.318357
481.7,0.219859,0.372077,0.316469
481.8,0.220579,0.373098,0.314591
481.9,0.221299,0.374119,0.312723
482.0,0.222022,0.375142,0.310864
482.1,0.222746,0.376166,0.309014
482.2,0.223471,0.377191,0.307173
482.3,0.224198,0.378217,0.30534
482.4,0.224925,0.379244,0.303517
482.5,0.225655,0.380271,0.301701
482.6,0.226385,0.381299,0.299894
482.7,0.227116,0.382327,0.298094
482.8,0.227848,0.383355,0.296302
482.9,0.228582,0.384383,0.294518
483.0,0.229316,0.38541,0.292741
483.1,0.23005,0.386438,0.290971
483.2,0.230786,0.387465,0.289208
483.3,0.231522,0.388491,0.287453
483.4,0.232259,0.389517,0.285703
483.5,0.232996,0.390542,0.28396
483.6,0.233733,0.391565,0.282224
483.7,0.234471,0.392588,0.280493
483.8,0.235208,0.393609,0.278769
483.9,0.235946,0.394628,0.277051
484.0,0.236684,0.395646,0.275338
484.1,0.237422,0.396661,0.273631
484.2,0.23816,0.397675,0.271929
484.3,0.238898,0.398686,0.270233
484.4,0.239635,0.399695,0.268542
484.5,0.240371,0.400702,0.266856
484.6,0.241108,0.401705,0.265174
484.7,0.241843,0.402706,0.263498
484.8,0.242578,0.403703,0.261827
484.9,0.243312,0.404698,0.26016
485.0,0.244046,0.405688,0.258497
485.1,0.244778,0.406676,0.256839
485.2,0.245509,0.407659,0.255186
485.3,0.24624,0.40864,0.253537
485.4,0.24697,0.409617,0.251894
485.5,0.2477,0.410592,0.250256
485.6,0.248429,0.411565,0.248624
485.7,0.249159,0.412535,0.246998
485.8,0.249888,0.413503,0.245378
485.9,0.250617,0.41447,0.243765
486.0,0.251347,0.415435,0.242158
486.1,0.252077,0.416399,0.240558
486.2,0.252808,0.417362,0.238966
486.3,0.253539,0.418324,0.23738
486.4,0.254272,0.419286,0.235802
486.5,0.255005,0.420248,0.234232
486.6,0.25574,0.42121,0.23267
486.7,0.256476,0.422172,0.231116
486.8,0.257214,0.423135,0.22957
486.9,0.257953,0.424099,0.228033
487.0,0.258695,0.425064,0.226504
487.1,0.259438,0.426031,0.224984
487.2,0.260184,0.427,0.223473
487.3,0.260932,0.42797,0.221972
487.4,0.261682,0.428944,0.220479
487.5,0.262436,0.429919,0.218996
487.6,0.263192,0.430898,0.217522
487.7,0.263952,0.431881,0.216058
487.8,0.264715,0.432867,0.214604
487.9,0.265482,0.433856,0.21316
488.0,0.266252,0.434851,0.211726
488.1,0.267026,0.435849,0.210302
488.2,0.267804,0.436853,0.208888
488.3,0.268587,0.437862,0.207485
488.4,0.269374,0.438876,0.206092
488.5,0.270165,0.439896,0.204709
488.6,0.270962,0.440923,0.203338
488.7,0.271764,0.441956,0.201977
488.8,0.272571,0.442995,0.200627
488.9,0.273384,0.444042,0.199288
489.0,0.274202,0.445097,0.19796
489.1,0.275027,0.44616,0.196643
489.2,0.275857,0.44723,0.195337
489.3,0.276694,0.44831,0.194042
489.4,0.277538,0.449398,0.192758
489.5,0.278388,0.450496,0.191486
489.6,0.279246,0.451603,0.190226
489.7,0.280111,0.452721,0.188976
489.8,0.280983,0.453849,0.187738
489.9,0.281864,0.454987,0.186512
490.0,0.282752,0.456137,0.185297
490.1,0.283649,0.457299,0.184094
490.2,0.284553,0.458472,0.182903
490.3,0.285466,0.459656,0.181722
490.4,0.286387,0.46085,0.180552
490.5,0.287316,0.462056,0.179393
490.6,0.288252,0.463272,0.178245
490.7,0.289196,0.464498,0.177106
490.8,0.290147,0.465735,0.175978
490.9,0.291106,0.466981,0.17486
491.0,0.292071,0.468236,0.173751
491.1,0.293044,0.469501,0.172651
491.2,0.294024,0.470774,0.171561
491.3,0.295011,0.472057,0.17048
491.4,0.296004,0.473347,0.169408
491.5,0.297003,0.474647,0.168344
491.6,0.298009,0.475954,0.167289
491.7,0.299022,0.477268,0.166242
491.8,0.30004,0.47859,0.165203
491.9,0.301064,0.479919,0.164172
492.0,0.302094,0.481255,0.163149
492.1,0.303129,0.482598,0.162134
492.2,0.30417,0.483947,0.161126
492.3,0.305216,0.485302,0.160125
492.4,0.306268,0.486662,0.159132
492.5,0.307324,0.488028,0.158145
492.6,0.308385,0.489399,0.157165
492.7,0.30945,0.490775,0.156192
492.8,0.31052,0.492155,0.155225
492.9,0.311594,0.493539,0.154265
493.0,0.312673,0.494927,0.153311
493.1,0.313755,0.496319,0.152363
493.2,0.314841,0.497714,0.151421
493.3,0.31593,0.499112,0.150485
493.4,0.317023,0.500512,0.149555
493.5,0.318118,0.501914,0.14863
493.6,0.319217,0.503319,0.147711
493.7,0.320318,0.504724,0.146797
493.8,0.321422,0.506131,0.145888
493.9,0.322528,0.507539,0.144985
494.0,0.323637,0.508947,0.144086
494.1,0.324747,0.510355,0.143192
494.2,0.325859,0.511763,0.142303
494.3,0.326972,0.513171,0.141419
494.4,0.328086,0.514577,0.140539
494.5,0.329202,0.515981,0.139664
494.6,0.330318,0.517384,0.138793
494.7,0.331435,0.518785,0.137926
494.8,0.332552,0.520183,0.137064
494.9,0.333669,0.521578,0.136205
495.0,0.334786,0.52297,0.135351
495.1,0.335902,0.524358,0.1345
495.2,0.337019,0.525742,0.133653
495.3,0.338135,0.527123,0.13281
495.4,0.33925,0.5285,0.131971
495.5,0.340366,0.529874,0.131135
495.6,0.341481,0.531245,0.130303
495.7,0.342596,0.532613,0.129475
495.8,0.343712,0.533978,0.12865
495.9,0.344827,0.535341,0.127829
496.0,0.345943,0.536701,0.127011
496.1,0.347059,0.538058,0.126197
496.2,0.348175,0.539413,0.125386
496.3,0.349292,0.540767,0.124578
496.4,0.350409,0.542118,0.123774
496.5,0.351526,0.543467,0.122973
496.6,0.352645,0.544815,0.122175
496.7,0.353764,0.546162,0.121381
496.8,0.354884,0.547507,0.12059
496.9,0.356004,0.548851,0.119802
497.0,0.357126,0.550195,0.119017
497.1,0.358249,0.551537,0.118235
497.2,0.359373,0.552879,0.117456
497.3,0.360498,0.554221,0.11668
497.4,0.361624,0.555562,0.115908
497.5,0.362752,0.556903,0.115138
497.6,0.363882,0.558245,0.114371
497.7,0.365013,0.559586,0.113607
497.8,0.366145,0.560929,0.112846
497.9,0.36728,0.562272,0.112088
498.0,0.368416,0.563616,0.111333
498.1,0.369555,0.564961,0.110581
498.2,0.370695,0.566307,0.109831
498.3,0.371838,0.567655,0.109085
498.4,0.372983,0.569005,0.108341
498.5,0.37413,0.570356,0.107599
498.6,0.37528,0.57171,0.106861
498.7,0.376433,0.573066,0.106125
498.8,0.377588,0.574424,0.105392
498.9,0.378746,0.575786,0.104662
499.0,0.379907,0.57715,0.103934
499.1,0.381071,0.578517,0.103209
499.2,0.382238,0.579888,0.102486
499.3,0.383409,0.581262,0.101766
499.4,0.384583,0.58264,0.101049
499.5,0.385761,0.584023,0.100334
499.6,0.386942,0.585409,0.0996222
499.7,0.388127,0.5868,0.0989126
499.8,0.389315,0.588196,0.0982056
499.9,0.390508,0.589597,0.097501
500.0,0.391705,0.591003,0.096799
500.1,0.392907,0.592414,0.0960995
500.2,0.394112,0.593831,0.0954025
500.3,0.395322,0.595253,0.094708
500.4,0.396536,0.596681,0.094016
500.5,0.397754,0.598113,0.0933265
500.6,0.398976,0.599551,0.0926395
500.7,0.400202,0.600993,0.0919551
500.8,0.401432,0.60244,0.0912732
500.9,0.402667,0.603893,0.0905937
501.0,0.403905,0.60535,0.0899169
501.1,0.405147,0.606811,0.0892425
501.2,0.406393,0.608277,0.0885707
501.3,0.407644,0.609748,0.0879014
501.4,0.408897,0.611223,0.0872347
501.5,0.410155,0.612702,0.0865705
501.6,0.411417,0.614186,0.0859088
501.7,0.412682,0.615674,0.0852497
501.8,0.413951,0.617165,0.0845932
501.9,0.415224,0.618661,0.0839392
502.0,0.4165,0.62016,0.0832878
502.1,0.41778,0.621663,0.082639
502.2,0.419063,0.62317,0.0819927
502.3,0.42035,0.62468,0.081349
502.4,0.42164,0.626194,0.0807079
502.5,0.422934,0.627711,0.0800694
502.6,0.424231,0.629232,0.0794334
502.7,0.425532,0.630755,0.0788001
502.8,0.426835,0.632281,0.0781694
502.9,0.428142,0.633811,0.0775412
503.0,0.429453,0.635343,0.0769157
503.1,0.430766,0.636878,0.0762928
503.2,0.432082,0.638415,0.0756725
503.3,0.433402,0.639955,0.0750549
503.4,0.434724,0.641498,0.0744398
503.5,0.43605,0.643043,0.0738274
503.6,0.437378,0.644589,0.0732177
503.7,0.43871,0.646138,0.0726106
503.8,0.440044,0.647689,0.0720061
503.9,0.44138,0.649242,0.0714043
504.0,0.44272,0.650796,0.0708052
504.1,0.444062,0.652352,0.0702087
504.2,0.445407,0.653909,0.0696149
504.3,0.446754,0.655467,0.0690238
504.4,0.448104,0.657027,0.0684354
504.5,0.449456,0.658588,0.0678496
504.6,0.450811,0.66015,0.0672666
504.7,0.452168,0.661713,0.0666862
504.8,0.453527,0.663276,0.0661086
504.9,0.454888,0.66484,0.0655336
505.0,0.456252,0.666404,0.0649614
505.1,0.457617,0.667969,0.0643919
505.2,0.458985,0.669534,0.0638252
505.3,0.460354,0.671099,0.0632615
505.4,0.461726,0.672664,0.0627007
505.5,0.4631,0.67423,0.0621431
505.6,0.464475,0.675795,0.0615887
505.7,0.465853,0.67736,0.0610376
505.8,0.467232,0.678925,0.0604899
505.9,0.468614,0.68049,0.0599457
506.0,0.469997,0.682055,0.0594049
506.1,0.471382,0.683619,0.0588678
506.2,0.472769,0.685183,0.0583344
506.3,0.474157,0.686746,0.0578048
506.4,0.475548,0.688309,0.057279
506.5,0.47694,0.689871,0.056757
506.6,0.478334,0.691433,0.056239
506.7,0.479729,0.692994,0.055725
506.8,0.481127,0.694554,0.0552151
506.9,0.482525,0.696113,0.0547092
507.0,0.483926,0.697672,0.0542076
507.1,0.485328,0.699229,0.0537101
507.2,0.486731,0.700785,0.0532168
507.3,0.488136,0.70234,0.0527279
507.4,0.489543,0.703894,0.0522433
507.5,0.490951,0.705446,0.051763
507.6,0.492361,0.706997,0.0512871
507.7,0.493771,0.708547,0.0508156
507.8,0.495184,0.710095,0.0503486
507.9,0.496597,0.711642,0.0498861
508.0,0.498012,0.713186,0.0494281
508.1,0.499428,0.71473,0.0489745
508.2,0.500846,0.716271,0.0485256
508.3,0.502265,0.71781,0.0480812
508.4,0.503684,0.719348,0.0476414
508.5,0.505106,0.720883,0.0472061
508.6,0.506528,0.722416,0.0467755
508.7,0.507951,0.723947,0.0463495
508.8,0.509375,0.725476,0.0459281
508.9,0.510801,0.727002,0.0455114
509.0,0.512227,0.728526,0.0450993
509.1,0.513654,0.730047,0.0446918
509.2,0.515083,0.731566,0.044289
509.3,0.516512,0.733082,0.0438908
509.4,0.517942,0.734595,0.0434973
509.5,0.519373,0.736106,0.0431084
509.6,0.520804,0.737613,0.0427242
509.7,0.522237,0.739118,0.0423447
509.8,0.52367,0.740619,0.0419697
509.9,0.525104,0.742117,0.0415994
510.0,0.526538,0.743612,0.0412337
510.1,0.527974,0.745104,0.0408727
510.2,0.529409,0.746592,0.0405161
510.3,0.530846,0.748077,0.040164
510.4,0.532283,0.749559,0.0398161
510.5,0.533721,0.751039,0.0394725
510.6,0.53516,0.752515,0.039133
510.7,0.536599,0.753989,0.0387975
510.8,0.53804,0.75546,0.038466
510.9,0.539481,0.756929,0.0381382
511.0,0.540923,0.758396,0.0378142
511.1,0.542367,0.75986,0.0374939
511.2,0.543811,0.761323,0.0371772
511.3,0.545256,0.762784,0.036864
511.4,0.546703,0.764242,0.0365541
511.5,0.54815,0.7657,0.0362476
511.6,0.549599,0.767155,0.0359444
511.7,0.551048,0.76861,0.0356444
511.8,0.5525,0.770063,0.0353475
511.9,0.553952,0.771515,0.0350536
512.0,0.555406,0.772966,0.0347627
512.1,0.556861,0.774416,0.0344747
512.2,0.558317,0.775866,0.0341895
512.3,0.559775,0.777315,0.0339072
512.4,0.561234,0.778764,0.0336275
512.5,0.562695,0.780213,0.0333504
512.6,0.564158,0.781661,0.033076
512.7,0.565622,0.78311,0.0328041
512.8,0.567088,0.784558,0.0325346
512.9,0.568555,0.786008,0.0322676
513.0,0.570025,0.787457,0.0320029
513.1,0.571496,0.788908,0.0317406
513.2,0.572969,0.790359,0.0314804
513.3,0.574444,0.791811,0.0312225
513.4,0.575921,0.793264,0.0309667
513.5,0.5774,0.794719,0.0307131
513.6,0.578881,0.796175,0.0304614
513.7,0.580365,0.797633,0.0302118
513.8,0.58185,0.799092,0.0299642
513.9,0.583338,0.800554,0.0297184
514.0,0.584828,0.802017,0.0294746
514.1,0.58632,0.803483,0.0292325
514.2,0.587815,0.804952,0.0289923
514.3,0.589312,0.806423,0.0287538
514.4,0.590812,0.807896,0.028517
514.5,0.592314,0.809373,0.0282818
514.6,0.593819,0.810853,0.0280484
514.7,0.595327,0.812336,0.0278165
514.8,0.596837,0.813823,0.0275861
514.9,0.598351,0.815314,0.0273573
515.0,0.599867,0.816808,0.02713
515.1,0.601386,0.818306,0.0269041
515.2,0.602908,0.819808,0.0266798
515.3,0.604432,0.821314,0.0264568
515.4,0.605959,0.822822,0.0262354
515.5,0.607489,0.824333,0.0260154
515.6,0.60902,0.825847,0.0257969
515.7,0.610553,0.827363,0.0255799
515.8,0.612088,0.82888,0.0253643
515.9,0.613624,0.830399,0.0251502
516.0,0.615162,0.831919,0.0249376
516.1,0.616701,0.83344,0.0247265
516.2,0.618241,0.83496,0.0245169
516.3,0.619781,0.836481,0.0243087
516.4,0.621322,0.838002,0.0241021
516.5,0.622864,0.839522,0.0238969
516.6,0.624405,0.84104,0.0236931
516.7,0.625947,0.842557,0.0234909
516.8,0.627488,0.844073,0.0232901
516.9,0.629029,0.845586,0.0230909
517.0,0.630569,0.847096,0.0228931
517.1,0.632108,0.848603,0.0226967
517.2,0.633646,0.850108,0.0225019
517.3,0.635183,0.851608,0.0223085
517.4,0.636718,0.853104,0.0221165
517.5,0.638251,0.854596,0.0219261
517.6,0.639782,0.856083,0.0217371
517.7,0.641312,0.857564,0.0215495
517.8,0.642838,0.85904,0.0213635
517.9,0.644362,0.860509,0.0211788
518.0,0.645883,0.861972,0.0209956
518.1,0.647401,0.863428,0.0208139
518.2,0.648916,0.864877,0.0206336
518.3,0.650427,0.866318,0.0204548
518.4,0.651934,0.867751,0.0202773
518.5,0.653436,0.869175,0.0201013
518.6,0.654935,0.87059,0.0199268
518.7,0.656429,0.871996,0.0197536
518.8,0.657918,0.873392,0.0195819
518.9,0.659402,0.874778,0.0194116
519.0,0.66088,0.876152,0.0192427
519.1,0.662353,0.877516,0.0190752
519.2,0.66382,0.878868,0.0189091
519.3,0.665281,0.880208,0.0187444
519.4,0.666736,0.881536,0.018581
519.5,0.668183,0.88285,0.0184191
519.6,0.669624,0.884151,0.0182585
519.7,0.671058,0.885439,0.0180993
519.8,0.672484,0.886712,0.0179415
519.9,0.673903,0.88797,0.017785
520.0,0.675313,0.889214,0.0176298
520.1,0.676715,0.890441,0.0174761
520.2,0.678109,0.891654,0.0173236
520.3,0.679495,0.89285,0.0171725
520.4,0.680873,0.894032,0.0170226
520.5,0.682243,0.895199,0.0168741
520.6,0.683605,0.896351,0.0167268
520.7,0.684959,0.897488,0.0165808
520.8,0.686305,0.89861,0.016436
520.9,0.687644,0.899719,0.0162924
521.0,0.688975,0.900812,0.0161501
521.1,0.690298,0.901892,0.016009
521.2,0.691614,0.902958,0.0158691
521.3,0.692923,0.90401,0.0157303
521.4,0.694225,0.905049,0.0155927
521.5,0.695519,0.906074,0.0154563
521.6,0.696806,0.907086,0.015321
521.7,0.698086,0.908085,0.0151869
521.8,0.69936,0.909071,0.0150538
521.9,0.700626,0.910045,0.0149219
522.0,0.701886,0.911006,0.0147911
522.1,0.70314,0.911954,0.0146614
522.2,0.704386,0.912891,0.0145327
522.3,0.705627,0.913815,0.0144051
522.4,0.706861,0.914728,0.0142785
522.5,0.708089,0.915629,0.014153
522.6,0.709311,0.916519,0.0140285
522.7,0.710527,0.917398,0.0139051
522.8,0.711737,0.918265,0.0137826
522.9,0.712941,0.919122,0.0136612
523.0,0.71414,0.919968,0.0135407
523.1,0.715333,0.920804,0.0134212
523.2,0.716521,0.921629,0.0133027
523.3,0.717703,0.922445,0.0131852
523.4,0.71888,0.923251,0.0130686
523.5,0.720053,0.924047,0.0129529
523.6,0.72122,0.924833,0.0128382
523.7,0.722382,0.925611,0.0127244
523.8,0.72354,0.926379,0.0126115
523.9,0.724693,0.927139,0.0124995
524.0,0.725841,0.92789,0.0123884
524.1,0.726985,0.928633,0.0122783
524.2,0.728125,0.929368,0.0121689
524.3,0.729261,0.930094,0.0120605
524.4,0.730393,0.930813,0.0119529
524.5,0.731521,0.931525,0.0118462
524.6,0.732645,0.932229,0.0117403
524.7,0.733766,0.932926,0.0116353
524.8,0.734883,0.933616,0.0115311
524.9,0.735997,0.9343,0.0114277
525.0,0.737108,0.934977,0.0113252
525.1,0.738215,0.935648,0.0112234
525.2,0.73932,0.936312,0.0111225
525.3,0.740421,0.936971,0.0110223
525.4,0.74152,0.937624,0.010923
525.5,0.742615,0.93827,0.0108245
525.6,0.743707,0.938911,0.0107267
525.7,0.744796,0.939545,0.0106298
525.8,0.745883,0.940174,0.0105337
525.9,0.746966,0.940797,0.0104383
526.0,0.748046,0.941414,0.0103437
526.1,0.749123,0.942025,0.01025
526.2,0.750198,0.942631,0.010157
526.3,0.751269,0.943231,0.0100648
526.4,0.752337,0.943826,0.00997334
526.5,0.753402,0.944415,0.00988268
526.6,0.754465,0.944998,0.0097928
526.7,0.755524,0.945576,0.00970368
526.8,0.75658,0.946149,0.00961533
526.9,0.757634,0.946717,0.00952775
527.0,0.758684,0.947279,0.00944092
527.1,0.759732,0.947836,0.00935485
527.2,0.760777,0.948387,0.00926953
527.3,0.761819,0.948934,0.00918496
527.4,0.762858,0.949476,0.00910114
527.5,0.763894,0.950012,0.00901805
527.6,0.764927,0.950544,0.00893571
527.7,0.765957,0.951071,0.0088541
527.8,0.766985,0.951593,0.00877322
527.9,0.76801,0.95211,0.00869307
528.0,0.769032,0.952622,0.00861365
528.1,0.770051,0.95313,0.00853494
528.2,0.771067,0.953633,0.00845695
528.3,0.772081,0.954132,0.00837967
528.4,0.773091,0.954626,0.0083031
528.5,0.774099,0.955115,0.00822723
528.6,0.775105,0.9556,0.00815206
528.7,0.776107,0.956081,0.00807759
528.8,0.777107,0.956558,0.00800381
528.9,0.778104,0.95703,0.00793072
529.0,0.779099,0.957498,0.00785831
